Category,ID,Latitude,Longitude,Date,MOD11A1_061_LST_Day_1km,MOD11A1_061_LST_Night_1km
Brody 1,3,52.4393333,16.2788972,2018-12-27,0.0,0.0
Brody 1,3,52.4393333,16.2788972,2018-12-28,279.2200012,0.0
Brody 1,3,52.4393333,16.2788972,2018-12-29,0.0,0.0
Brody 1,3,52.4393333,16.2788972,2018-12-30,0.0,0.0
Brody 1,3,52.4393333,16.2788972,2018-12-31,0.0,0.0
Brody 1,3,52.4393333,16.2788972,2019-01-01,0.0,0.0
Brody 1,3,52.4393333,16.2788972,2019-01-02,0.0,0.0
Brody 1,3,52.4393333,16.2788972,2019-01-03,0.0,262.1000061
Brody 1,3,52.4393333,16.2788972,2019-01-04,0.0,0.0
Brody 1,3,52.4393333,16.2788972,2019-01-05,0.0,271.7799988
Brody 1,3,52.4393333,16.2788972,2019-01-06,0.0,0.0
Brody 1,3,52.4393333,16.2788972,2019-01-07,0.0,0.0
Brody 1,3,52.4393333,16.2788972,2019-01-08,0.0,0.0
Brody 1,3,52.4393333,16.2788972,2019-01-09,0.0,0.0
Brody 1,3,52.4393333,16.2788972,2019-01-10,0.0,0.0
